Name,Number_of_Employees,Wilaya,City
El-Mesk Palace Kitchen,65,44,2530
El-Rahma Grill House,86,55,3453
El-Djenina Flavors Shack,44,16,5629
El-baraka Flavors Shack,81,5,5290
El-Mesk Flavors Shack,85,5,192
El-baraka Flavors Shack,39,29,276
Lalla Taste Oasis,56,23,2208
El-Djenina Grill House,99,33,176
El-baraka Flavors Shack,76,31,336
El-Rahma Cuisine Haven,55,50,3172
Lalla Palace Kitchen,92,33,1922
El-Djenina Palace Kitchen,21,4,1611
El-Boustane Flavors Shack,86,45,5770
Lalla Cuisine Haven,46,54,949
El-Magharibi Grill House,29,42,1515
El-baraka Flavors Shack,90,49,5596
El-Djenina Taste Oasis,90,4,1087
El-Magharibi Cuisine Haven,24,12,787
El-Magharibi Flavors Shack,91,20,1785
Lalla Taste Oasis,87,53,4606
El-Boustane Taste Oasis,24,2,1439
El-Magharibi Grill House,70,51,2734
El-Djenina Grill House,33,18,1050
El-Boustane Palace Kitchen,37,51,1145
El-Boustane Taste Oasis,47,28,4209
El-Rahma Grill House,30,4,3649
El-baraka Grill House,61,5,4874
El-Magharibi Palace Kitchen,86,25,247
Lalla Taste Oasis,36,37,3500
Lalla Cuisine Haven,81,42,4870
El-Boustane Taste Oasis,89,1,4849
El-baraka Palace Kitchen,88,48,811
El-Boustane Grill House,63,52,1940
Lalla Cuisine Haven,62,55,982
El-Magharibi Palace Kitchen,26,14,1138
El-baraka Taste Oasis,92,7,1122
El-baraka Palace Kitchen,29,39,4420
El-Boustane Cuisine Haven,70,5,1343
El-baraka Taste Oasis,21,34,297
Lalla Flavors Shack,69,52,3071
Lalla Palace Kitchen,43,25,4166
El-Magharibi Palace Kitchen,73,54,2487
Lalla Taste Oasis,65,29,3085
El-Boustane Palace Kitchen,60,41,1738
Lalla Taste Oasis,98,51,1843
El-Boustane Grill House,26,42,480
El-Boustane Palace Kitchen,61,36,1528
El-Boustane Flavors Shack,54,58,3730
El-Magharibi Palace Kitchen,92,31,5716
El-baraka Cuisine Haven,44,40,1329
El-Mesk Palace Kitchen,59,36,1817
El-Mesk Grill House,25,16,3163
Lalla Palace Kitchen,95,40,4129
El-Rahma Palace Kitchen,90,31,3731
El-Rahma Palace Kitchen,91,49,5091
El-Mesk Taste Oasis,77,34,1646
El-Boustane Taste Oasis,84,16,3660
El-baraka Grill House,46,55,571
El-Rahma Taste Oasis,72,3,3606
El-Magharibi Cuisine Haven,74,10,3545
Lalla Cuisine Haven,82,47,3877
Lalla Flavors Shack,54,31,4016
El-Mesk Grill House,99,19,2103
El-Rahma Taste Oasis,38,23,4953
El-baraka Flavors Shack,51,47,2413
El-baraka Flavors Shack,75,36,5643
El-Mesk Taste Oasis,52,51,3743
El-baraka Cuisine Haven,71,18,4847
El-Boustane Cuisine Haven,31,40,5534
El-Rahma Palace Kitchen,50,6,5475
Lalla Flavors Shack,75,6,4504
Lalla Cuisine Haven,99,26,1476
El-Boustane Taste Oasis,83,58,4049
El-Djenina Palace Kitchen,97,34,3240
El-baraka Flavors Shack,58,47,4277
El-baraka Flavors Shack,49,15,1563
El-Boustane Palace Kitchen,32,17,1191
El-Magharibi Taste Oasis,82,29,376
El-Boustane Palace Kitchen,59,32,2269
El-Boustane Flavors Shack,56,17,2761
El-Magharibi Palace Kitchen,38,11,3454
El-Rahma Flavors Shack,29,8,3829
Lalla Flavors Shack,74,17,3650
El-Rahma Flavors Shack,97,58,3233
El-Magharibi Palace Kitchen,55,40,828
Lalla Taste Oasis,40,55,5581
El-Djenina Cuisine Haven,30,10,3591
El-Rahma Cuisine Haven,34,2,2134
El-baraka Taste Oasis,98,53,2388
El-Mesk Palace Kitchen,97,52,4852
El-Rahma Flavors Shack,24,46,1893
El-Djenina Grill House,41,2,2466
El-Magharibi Flavors Shack,91,5,4825
El-Djenina Flavors Shack,34,33,1363
El-Rahma Taste Oasis,30,26,2699
Lalla Flavors Shack,30,51,1562
El-Boustane Taste Oasis,88,1,608
Lalla Taste Oasis,58,32,3843
El-baraka Cuisine Haven,86,7,3445
El-Djenina Flavors Shack,31,37,842
El-Mesk Flavors Shack,70,49,2965
Lalla Flavors Shack,71,50,864
El-Mesk Palace Kitchen,58,36,1198
El-Mesk Flavors Shack,59,30,4007
El-Mesk Flavors Shack,51,39,162
El-Magharibi Cuisine Haven,73,3,931
El-Djenina Taste Oasis,46,4,1114
El-Mesk Cuisine Haven,60,58,5672
El-Boustane Flavors Shack,61,42,307
El-Mesk Flavors Shack,67,42,2111
El-Mesk Grill House,29,56,1480
El-Mesk Flavors Shack,100,45,1085
El-baraka Taste Oasis,72,32,3783
Lalla Taste Oasis,87,38,4591
El-Magharibi Grill House,82,47,4301
El-Boustane Flavors Shack,89,43,777
El-Djenina Flavors Shack,89,54,2171
El-Djenina Taste Oasis,22,8,2348
El-Mesk Taste Oasis,46,49,719
El-Djenina Grill House,49,24,5639
El-Mesk Taste Oasis,88,17,1083
El-Rahma Flavors Shack,53,11,5502
El-Djenina Cuisine Haven,96,50,3197
El-Boustane Flavors Shack,56,31,4945
El-Magharibi Taste Oasis,79,46,2472
Lalla Flavors Shack,76,38,1751
El-Magharibi Flavors Shack,67,4,2463
Lalla Grill House,71,49,5568
El-Mesk Taste Oasis,81,57,5686
El-Djenina Flavors Shack,88,23,3450
El-Djenina Flavors Shack,70,54,5202
El-baraka Flavors Shack,80,33,1653
El-Rahma Cuisine Haven,21,9,3740
Lalla Grill House,58,9,3919
El-baraka Cuisine Haven,76,20,867
Lalla Flavors Shack,23,11,3108
Lalla Cuisine Haven,77,35,5187
El-Djenina Flavors Shack,23,41,1036
El-Rahma Cuisine Haven,57,48,2499
El-Magharibi Taste Oasis,64,35,2391
El-Mesk Cuisine Haven,65,2,4762
El-Boustane Palace Kitchen,76,30,751
El-baraka Flavors Shack,92,48,1218
El-Djenina Taste Oasis,60,28,5547
El-Rahma Cuisine Haven,50,50,2399
El-Djenina Taste Oasis,57,30,1012
Lalla Taste Oasis,88,34,5188
El-Magharibi Flavors Shack,40,43,5118
El-Magharibi Cuisine Haven,49,31,98
El-Djenina Cuisine Haven,64,50,5572
El-Magharibi Palace Kitchen,89,46,4952
El-Rahma Flavors Shack,66,47,3836
El-Magharibi Flavors Shack,45,58,3125
El-Magharibi Taste Oasis,72,14,4842
El-Magharibi Flavors Shack,33,51,573
El-Magharibi Flavors Shack,39,26,246
Lalla Grill House,22,31,1279
El-Rahma Palace Kitchen,29,19,3619
El-baraka Flavors Shack,64,29,5606
El-Magharibi Palace Kitchen,38,40,2591
El-Boustane Grill House,83,50,3211
El-baraka Cuisine Haven,51,3,3609
El-Djenina Cuisine Haven,21,16,1896
El-Boustane Cuisine Haven,43,54,1899
El-Mesk Cuisine Haven,64,51,5265
El-Mesk Flavors Shack,57,31,5760
El-Mesk Cuisine Haven,29,4,168
El-Boustane Cuisine Haven,44,28,420
El-Boustane Cuisine Haven,64,48,4132
Lalla Cuisine Haven,95,3,1056
El-Boustane Flavors Shack,73,39,3597
El-Mesk Taste Oasis,26,8,806
El-Boustane Taste Oasis,22,34,5692
El-Djenina Taste Oasis,34,43,1437
El-baraka Taste Oasis,86,40,3775
El-Djenina Cuisine Haven,39,17,3495
El-Rahma Flavors Shack,81,12,1020
El-Mesk Cuisine Haven,80,8,4541
El-Boustane Taste Oasis,69,7,2137
El-Magharibi Palace Kitchen,34,25,4501
El-Boustane Cuisine Haven,38,56,1554
El-Djenina Cuisine Haven,28,23,765
El-Magharibi Cuisine Haven,88,31,384
Lalla Cuisine Haven,72,13,923
El-Rahma Grill House,50,23,1440
El-Mesk Palace Kitchen,94,39,2957
El-Djenina Grill House,41,24,367
El-Mesk Taste Oasis,73,8,4877
El-baraka Taste Oasis,100,10,2754
El-Djenina Cuisine Haven,21,38,3999
El-Djenina Flavors Shack,75,27,1024
El-baraka Palace Kitchen,74,47,2252
El-Rahma Palace Kitchen,83,33,4390
El-Boustane Flavors Shack,57,28,3636
El-baraka Palace Kitchen,67,5,1366
El-baraka Grill House,85,54,5482
El-Rahma Palace Kitchen,73,37,5137
El-baraka Palace Kitchen,26,10,177
El-Mesk Flavors Shack,91,4,3399
El-Boustane Cuisine Haven,89,26,4367
El-Mesk Cuisine Haven,69,6,1913
El-Boustane Flavors Shack,88,41,5323
Lalla Cuisine Haven,72,16,642
El-baraka Cuisine Haven,93,2,5223
Lalla Cuisine Haven,93,47,2570
El-Rahma Taste Oasis,25,48,2905
Lalla Flavors Shack,27,30,2608
El-Rahma Flavors Shack,87,57,535
El-baraka Taste Oasis,64,23,3130
Lalla Flavors Shack,65,6,2360
El-baraka Grill House,81,55,1854
Lalla Cuisine Haven,79,50,3675
El-Djenina Grill House,69,55,527
El-Mesk Flavors Shack,89,46,4800
El-Magharibi Flavors Shack,49,10,4112
Lalla Grill House,55,33,5478
Lalla Flavors Shack,24,37,5529
El-Djenina Palace Kitchen,26,13,3428
Lalla Cuisine Haven,51,11,4992
El-baraka Cuisine Haven,52,11,386
El-baraka Cuisine Haven,54,52,3594
El-Mesk Palace Kitchen,91,29,2590
El-Magharibi Cuisine Haven,93,17,3953
Lalla Taste Oasis,77,24,2814
El-Mesk Taste Oasis,62,50,167
El-Djenina Palace Kitchen,64,51,3014
El-Rahma Flavors Shack,54,29,3449
El-baraka Flavors Shack,38,14,1709
El-Magharibi Taste Oasis,31,15,2810
El-Mesk Cuisine Haven,81,54,2506
El-Rahma Flavors Shack,21,8,4357
El-baraka Grill House,90,48,5539
El-Rahma Grill House,67,58,4471
El-baraka Flavors Shack,72,30,5193
El-Magharibi Palace Kitchen,66,17,5563
El-Boustane Grill House,34,12,536
El-Mesk Cuisine Haven,55,33,4131
El-Djenina Taste Oasis,52,55,4150
El-Mesk Grill House,96,57,1225
El-Djenina Palace Kitchen,68,13,5732
El-Magharibi Grill House,66,5,5088
Lalla Flavors Shack,71,11,5512
El-baraka Taste Oasis,43,36,3046
El-baraka Grill House,73,16,1127
El-Mesk Palace Kitchen,57,25,271
El-Magharibi Palace Kitchen,23,42,5193
El-baraka Cuisine Haven,56,13,5518
El-Mesk Cuisine Haven,59,38,1580
El-baraka Grill House,84,39,2961
El-Mesk Taste Oasis,84,46,2602
Lalla Taste Oasis,86,48,4051
El-Mesk Grill House,26,39,2042
El-Rahma Cuisine Haven,21,6,2357
El-Magharibi Grill House,39,16,3423
El-baraka Taste Oasis,70,49,4505
El-Boustane Flavors Shack,75,39,4516
El-Djenina Flavors Shack,88,13,468
El-Boustane Grill House,55,30,2318
El-Boustane Grill House,82,31,1646
El-Rahma Cuisine Haven,83,54,651
El-Djenina Taste Oasis,63,52,2002
El-Magharibi Flavors Shack,53,18,393
El-Djenina Taste Oasis,97,40,2817
El-Rahma Cuisine Haven,79,25,5382
El-Mesk Grill House,46,47,5624
El-Rahma Taste Oasis,36,30,5333
El-Mesk Grill House,86,25,1924
El-Rahma Taste Oasis,98,51,546
El-baraka Grill House,74,53,2084
El-Magharibi Taste Oasis,26,50,5171
El-Magharibi Palace Kitchen,59,8,1704
El-Boustane Cuisine Haven,95,42,2166
El-Rahma Flavors Shack,68,39,2615
Lalla Taste Oasis,32,13,3180
El-Djenina Taste Oasis,81,40,3822
El-Djenina Flavors Shack,35,29,2035
El-Mesk Grill House,45,45,4228
Lalla Flavors Shack,78,27,1194
El-Magharibi Palace Kitchen,92,50,1625
El-Djenina Grill House,53,9,2307
El-Mesk Taste Oasis,32,14,1212
El-baraka Palace Kitchen,90,25,5323
El-baraka Flavors Shack,100,4,2841
El-Magharibi Flavors Shack,72,9,5705
Lalla Palace Kitchen,74,34,2787
Lalla Flavors Shack,56,5,2462
El-Rahma Cuisine Haven,32,27,1173
El-Rahma Palace Kitchen,98,41,311
El-Magharibi Flavors Shack,65,58,5687
El-Magharibi Flavors Shack,65,54,627
El-baraka Grill House,23,14,2749
El-Mesk Grill House,100,25,1854
Lalla Taste Oasis,28,55,142
El-baraka Palace Kitchen,93,24,1364
El-Rahma Taste Oasis,60,30,1196
El-Mesk Palace Kitchen,79,54,4727
Lalla Grill House,60,38,217
El-Mesk Taste Oasis,42,48,2434
El-Boustane Taste Oasis,49,24,2871
El-Magharibi Cuisine Haven,65,46,1130
El-Mesk Palace Kitchen,50,11,5547
El-Boustane Taste Oasis,59,57,2891
El-baraka Palace Kitchen,30,39,3027
El-Boustane Flavors Shack,80,55,3401
El-Rahma Taste Oasis,64,18,3930
El-Djenina Taste Oasis,87,18,3597
El-Mesk Cuisine Haven,53,48,5770
El-Boustane Grill House,74,40,5313
El-Magharibi Taste Oasis,38,25,4554
El-Djenina Taste Oasis,63,4,462
El-Boustane Flavors Shack,59,42,1911
El-baraka Flavors Shack,48,43,1977
El-Djenina Taste Oasis,33,46,1378
El-Rahma Grill House,89,20,1793
El-Magharibi Taste Oasis,96,39,324
El-Rahma Cuisine Haven,44,27,4118
El-Magharibi Palace Kitchen,64,16,3822
El-Djenina Grill House,93,42,5739
El-Magharibi Palace Kitchen,69,6,4908
El-Djenina Palace Kitchen,23,24,3084
El-Boustane Taste Oasis,25,11,4843
El-Boustane Grill House,59,40,2186
El-Mesk Grill House,41,49,3140
El-Rahma Taste Oasis,87,36,1006
El-Mesk Cuisine Haven,96,11,2997
El-baraka Flavors Shack,21,3,4137
El-Boustane Flavors Shack,46,7,484
El-Mesk Flavors Shack,48,52,5450
Lalla Grill House,61,25,3001
El-baraka Cuisine Haven,35,40,4092
El-Djenina Grill House,90,58,588
El-Boustane Taste Oasis,33,58,968
El-Boustane Palace Kitchen,70,4,2536
El-Magharibi Cuisine Haven,23,26,4308
El-Mesk Flavors Shack,79,40,4414
El-Magharibi Grill House,31,19,4425
Lalla Taste Oasis,80,56,4395
El-Mesk Grill House,41,38,3685
El-Mesk Flavors Shack,27,36,2476
El-Magharibi Grill House,66,22,3423
El-baraka Flavors Shack,41,19,1000
El-Mesk Palace Kitchen,60,5,4250
Lalla Palace Kitchen,51,58,542
El-Rahma Grill House,20,53,954
Lalla Grill House,45,37,1503
El-Rahma Palace Kitchen,56,56,523
El-baraka Taste Oasis,92,23,604
El-baraka Cuisine Haven,70,52,5046
El-Mesk Palace Kitchen,29,31,5515
El-Djenina Palace Kitchen,59,37,3998
El-Rahma Flavors Shack,25,9,5606
El-Rahma Grill House,23,41,2143
El-baraka Grill House,33,40,4451
Lalla Flavors Shack,34,36,5666
El-Boustane Palace Kitchen,32,26,3421
El-Mesk Flavors Shack,52,44,5487
El-baraka Cuisine Haven,46,28,4303
El-Boustane Taste Oasis,22,41,283
El-Boustane Taste Oasis,63,24,3573
El-Djenina Grill House,27,47,5475
El-Mesk Palace Kitchen,26,48,1057
El-Rahma Palace Kitchen,25,34,4924
Lalla Taste Oasis,69,56,3695
El-Rahma Cuisine Haven,76,2,434
Lalla Taste Oasis,42,29,144
El-Boustane Palace Kitchen,63,58,4276
El-Djenina Cuisine Haven,70,56,325
El-Boustane Grill House,72,9,346
Lalla Grill House,67,24,2799
El-Boustane Grill House,59,35,3128
Lalla Palace Kitchen,49,44,4146
El-baraka Palace Kitchen,49,35,5518
El-Rahma Palace Kitchen,97,34,916
El-Boustane Taste Oasis,69,50,930
El-Magharibi Flavors Shack,30,21,2472
El-Mesk Grill House,79,6,3054
El-Mesk Grill House,40,50,658
El-Djenina Cuisine Haven,69,45,2790
El-Magharibi Grill House,36,3,5524
El-Rahma Taste Oasis,22,11,5732
El-Magharibi Cuisine Haven,25,50,3115
El-Mesk Palace Kitchen,95,50,5274
El-Djenina Palace Kitchen,58,36,1548
El-Rahma Grill House,26,23,3395
El-baraka Flavors Shack,42,9,4649
El-Djenina Palace Kitchen,25,38,3428
El-Boustane Cuisine Haven,21,14,448
El-Rahma Flavors Shack,49,32,4009
El-Rahma Cuisine Haven,86,12,2064
El-Mesk Cuisine Haven,75,29,3667
El-Magharibi Flavors Shack,28,49,3595
El-Mesk Grill House,29,4,3033
El-Djenina Taste Oasis,68,17,3777
El-Djenina Taste Oasis,74,8,4715
El-baraka Palace Kitchen,98,12,5592
El-Rahma Grill House,22,44,2711
El-Djenina Flavors Shack,91,38,3989
El-Mesk Taste Oasis,41,1,1982
El-Magharibi Cuisine Haven,90,39,2673
El-Djenina Flavors Shack,97,44,465
Lalla Palace Kitchen,53,9,3032
El-Rahma Flavors Shack,70,39,849
El-Rahma Palace Kitchen,83,58,3916
Lalla Palace Kitchen,33,40,4489
El-Magharibi Taste Oasis,60,33,362
El-Mesk Grill House,80,19,420
El-Rahma Taste Oasis,70,5,1416
El-Boustane Grill House,94,37,2404
El-Magharibi Grill House,59,18,3011
El-baraka Cuisine Haven,100,26,5221
El-Boustane Grill House,50,27,3188
Lalla Palace Kitchen,83,23,3633
El-Magharibi Flavors Shack,48,10,2796
El-Rahma Cuisine Haven,62,8,2314
Lalla Grill House,32,57,1062
El-Mesk Palace Kitchen,91,5,651
El-Djenina Flavors Shack,44,54,857
El-Magharibi Grill House,99,53,1147
El-Boustane Palace Kitchen,82,29,1777
El-Magharibi Palace Kitchen,24,6,2713
El-Djenina Palace Kitchen,48,49,210
El-Magharibi Taste Oasis,23,13,5454
El-baraka Flavors Shack,95,26,584
El-baraka Cuisine Haven,65,54,550
El-Rahma Cuisine Haven,90,2,1956
El-Djenina Taste Oasis,97,6,3420
El-Rahma Cuisine Haven,68,28,2229
Lalla Grill House,84,33,2863
El-Mesk Taste Oasis,83,4,1919
El-Mesk Taste Oasis,47,32,3352
El-Magharibi Palace Kitchen,24,37,651
El-Djenina Palace Kitchen,94,12,317
El-Rahma Taste Oasis,76,29,3525
El-Rahma Palace Kitchen,22,34,199
Lalla Grill House,34,57,5061
Lalla Palace Kitchen,29,28,4920
El-Magharibi Flavors Shack,90,57,1329
Lalla Flavors Shack,90,4,4572
Lalla Grill House,36,53,2802
El-Mesk Taste Oasis,20,47,3249
El-Boustane Palace Kitchen,74,33,3939
El-Djenina Taste Oasis,92,49,2948
El-Djenina Cuisine Haven,22,32,2393
El-Mesk Palace Kitchen,51,5,5492
El-Magharibi Taste Oasis,81,32,5186
El-baraka Palace Kitchen,53,49,340
El-baraka Flavors Shack,50,15,3644
El-baraka Flavors Shack,83,28,4318
El-Magharibi Flavors Shack,67,17,997
El-Magharibi Cuisine Haven,47,34,4663
Lalla Taste Oasis,28,25,2148
El-baraka Palace Kitchen,71,49,2217
Lalla Cuisine Haven,21,13,459
El-Boustane Palace Kitchen,86,16,220
Lalla Taste Oasis,79,46,2034
El-Djenina Flavors Shack,34,36,3166
El-Rahma Grill House,37,5,5371
El-Magharibi Cuisine Haven,74,23,2083
El-baraka Taste Oasis,26,43,5438
El-Mesk Palace Kitchen,57,5,2834
El-Boustane Palace Kitchen,30,28,1601
El-Boustane Cuisine Haven,22,24,3096
El-Djenina Grill House,63,5,4056
Lalla Flavors Shack,42,32,3893
El-baraka Taste Oasis,40,31,2067
Lalla Grill House,76,6,4696
Lalla Cuisine Haven,54,34,3598
Lalla Taste Oasis,59,4,1795
El-Magharibi Cuisine Haven,47,47,3593
El-Rahma Palace Kitchen,85,21,5682
El-Djenina Palace Kitchen,62,11,1560
El-Boustane Grill House,68,42,1811
El-Boustane Taste Oasis,93,4,3920
El-Djenina Cuisine Haven,50,57,2007
El-Boustane Flavors Shack,98,10,5600
El-Rahma Grill House,83,11,3455
El-Mesk Taste Oasis,40,26,1289
El-Boustane Cuisine Haven,39,5,3172
El-Djenina Flavors Shack,36,4,1621
El-Mesk Taste Oasis,68,2,2895
El-Boustane Cuisine Haven,74,11,2540
El-Mesk Taste Oasis,43,9,2026
El-Rahma Grill House,79,17,3850
El-baraka Taste Oasis,78,39,4091
El-baraka Flavors Shack,30,26,4716
El-Magharibi Taste Oasis,24,44,1683
El-Magharibi Taste Oasis,78,53,3452
El-Djenina Taste Oasis,47,13,5588
El-Magharibi Taste Oasis,21,18,5197
El-Rahma Grill House,37,4,4326
El-Rahma Palace Kitchen,48,53,2573
Lalla Taste Oasis,84,28,2189
El-Djenina Taste Oasis,82,54,2744
El-baraka Grill House,55,51,5070
El-Magharibi Palace Kitchen,74,53,890
El-Djenina Flavors Shack,60,47,1419
Lalla Palace Kitchen,31,8,5620
El-Magharibi Palace Kitchen,97,15,808
El-baraka Flavors Shack,34,31,4017
El-Rahma Grill House,21,11,1792
El-Magharibi Taste Oasis,95,15,5452
El-Mesk Grill House,46,8,2788
El-Magharibi Flavors Shack,82,41,261
El-Boustane Flavors Shack,79,27,1096
El-Mesk Grill House,43,2,3711
Lalla Flavors Shack,33,56,2862
El-Magharibi Flavors Shack,64,15,1532
El-Magharibi Flavors Shack,32,56,5431
El-Mesk Flavors Shack,27,28,1927
Lalla Cuisine Haven,35,30,817
El-Mesk Cuisine Haven,77,26,3107
El-Magharibi Flavors Shack,47,6,1479
El-Boustane Cuisine Haven,94,21,3978
El-Mesk Grill House,36,9,339
El-baraka Palace Kitchen,57,27,432
El-baraka Flavors Shack,68,55,5310
El-Mesk Taste Oasis,94,55,3603
El-Boustane Palace Kitchen,83,22,1606
El-Mesk Flavors Shack,55,23,5402
El-Rahma Palace Kitchen,51,44,239
El-Rahma Grill House,76,9,1038
El-baraka Cuisine Haven,70,23,1719
El-Rahma Taste Oasis,49,52,5013
El-Magharibi Palace Kitchen,62,15,1633
El-Mesk Flavors Shack,53,47,1175
Lalla Grill House,29,3,3578
El-Mesk Flavors Shack,32,27,3829
El-Boustane Taste Oasis,66,46,5456
Lalla Grill House,76,56,4209
El-baraka Flavors Shack,83,12,3128
El-baraka Grill House,29,40,3550
El-Mesk Cuisine Haven,79,45,1063
El-baraka Palace Kitchen,51,53,1325
El-Magharibi Grill House,75,56,5743
El-Boustane Cuisine Haven,91,50,4860
El-Boustane Palace Kitchen,78,56,161
Lalla Palace Kitchen,56,21,2506
Lalla Cuisine Haven,81,9,1334
El-baraka Cuisine Haven,89,48,1270
Lalla Flavors Shack,62,12,2330
El-Rahma Cuisine Haven,91,43,1820
Lalla Grill House,38,30,4093
El-baraka Flavors Shack,77,3,4977
El-Mesk Grill House,60,6,2883
Lalla Cuisine Haven,85,22,4828
El-Magharibi Grill House,74,18,2799
El-Boustane Palace Kitchen,96,15,3544
El-Magharibi Flavors Shack,59,21,3798
El-Mesk Palace Kitchen,44,21,1074
El-Mesk Cuisine Haven,57,34,2564
El-Boustane Flavors Shack,41,23,2941
El-Djenina Flavors Shack,96,8,3546
El-Boustane Cuisine Haven,33,6,5744
El-Djenina Flavors Shack,79,43,2476
Lalla Grill House,77,39,4659
Lalla Grill House,20,25,2826
El-Djenina Taste Oasis,99,38,1061
El-Mesk Palace Kitchen,69,32,2071
Lalla Grill House,71,34,4497
Lalla Grill House,28,16,3328
Lalla Grill House,20,23,2769
El-Djenina Taste Oasis,41,13,1050
Lalla Cuisine Haven,21,53,2164
El-Rahma Flavors Shack,22,12,5049
El-baraka Flavors Shack,41,30,4704
El-Rahma Cuisine Haven,31,1,3366
El-Boustane Taste Oasis,37,34,1927
El-Magharibi Flavors Shack,44,9,4846
El-Rahma Taste Oasis,70,52,1445
El-Boustane Flavors Shack,80,56,1554
El-Boustane Grill House,63,47,491
El-Djenina Cuisine Haven,44,2,83
El-Mesk Flavors Shack,85,22,5691
El-Djenina Cuisine Haven,48,5,4272
El-Djenina Taste Oasis,65,58,5082
Lalla Taste Oasis,78,11,5226
El-baraka Taste Oasis,45,30,1558
Lalla Taste Oasis,50,30,4624
El-Magharibi Taste Oasis,85,5,2211
El-Mesk Taste Oasis,49,58,3437
El-Rahma Cuisine Haven,49,37,1275
El-Rahma Grill House,63,25,1656
El-Djenina Flavors Shack,23,35,5250
El-Mesk Flavors Shack,98,13,5026
El-Djenina Palace Kitchen,83,14,3750
El-Djenina Taste Oasis,65,36,3501
El-baraka Flavors Shack,77,18,2630
El-Magharibi Flavors Shack,65,14,1904
El-Magharibi Palace Kitchen,66,23,277
El-Djenina Grill House,50,46,4260
El-Magharibi Cuisine Haven,20,44,4568
Lalla Flavors Shack,38,55,5618
El-baraka Flavors Shack,54,42,3186
El-baraka Cuisine Haven,47,46,5429
El-Boustane Grill House,95,5,3302
El-Djenina Taste Oasis,99,23,520
El-Rahma Grill House,53,13,2244
El-Magharibi Taste Oasis,42,14,1032
Lalla Taste Oasis,27,13,3630
El-Magharibi Palace Kitchen,43,44,2419
El-Mesk Flavors Shack,92,6,1027
El-Magharibi Flavors Shack,22,5,3010
El-Djenina Cuisine Haven,24,16,5753
Lalla Cuisine Haven,72,58,3911
El-Djenina Palace Kitchen,23,57,1238
Lalla Taste Oasis,28,53,2695
El-Magharibi Taste Oasis,93,58,5585
El-Magharibi Cuisine Haven,77,29,270
El-Rahma Grill House,52,53,1472
El-Boustane Taste Oasis,92,45,1203
El-Magharibi Cuisine Haven,84,18,1152
El-Rahma Taste Oasis,30,25,915
El-Boustane Taste Oasis,74,1,2063
El-Boustane Cuisine Haven,92,35,4383
El-Mesk Cuisine Haven,99,9,4531
El-Mesk Cuisine Haven,74,40,4319
El-baraka Taste Oasis,21,30,1806
El-Magharibi Cuisine Haven,85,46,199
El-Rahma Cuisine Haven,40,46,3517
El-Magharibi Palace Kitchen,48,30,2620
El-Rahma Flavors Shack,37,14,4295
El-Djenina Grill House,90,43,1712
El-Boustane Grill House,36,50,2620
El-Magharibi Grill House,32,20,4150
Lalla Grill House,65,52,965
El-Magharibi Grill House,62,29,5256
El-Djenina Palace Kitchen,20,10,4815
El-Magharibi Taste Oasis,34,28,3153
El-Djenina Palace Kitchen,88,20,412
El-Rahma Cuisine Haven,84,8,5113
El-baraka Flavors Shack,33,49,3493
El-Rahma Taste Oasis,36,25,1554
El-baraka Taste Oasis,62,17,2775
El-Rahma Grill House,72,12,1284
El-Boustane Cuisine Haven,38,16,2468
El-Magharibi Flavors Shack,30,1,5365
El-Mesk Taste Oasis,51,21,969
Lalla Grill House,85,19,5777
Lalla Cuisine Haven,88,19,3145
El-Djenina Palace Kitchen,42,5,3781
El-Magharibi Cuisine Haven,31,28,5493
El-Mesk Cuisine Haven,45,17,2158
